4;ku;713098132654043137;cs;Thu Mar 24 21:20:18 CET 2016;Papež prý umírá! Benedikt se připravuje na setkání s Bohem,tvrdí kardinál,,,,,
1;po;713098133593522177;cs;Thu Mar 24 21:20:18 CET 2016;Poslankyně ANO tvrdě o Babišovi: Kličkuje,nevím,zda mu věřit,,,,
0;-;713098134579253249;cs;Thu Mar 24 21:20:18 CET 2016;Světlana z Ulice ukázala,co doma ukazuje Lumírovi. Z fleku by se mohla živit svým tělem!,,,,,
1;ji;713098136378597377;cs;Thu Mar 24 21:20:19 CET 2016;Máma zahynula v terminálu při teroru,její dvojčata s manželem přežili,,,,,
1;po;713098137523654656;cs;Thu Mar 24 21:20:19 CET 2016;Příliš radikální i pro německou pravici. AfD rozpustila svaz v Sársku,,,,,,
0;-;713098138496679936;cs;Thu Mar 24 21:20:19 CET 2016;VIDEO: Japonský mistr umí uspat zvířata pouhým mávnutím rukou. V čem spočívá jeho síla?,,,,,,
1;pr;713098209229414400;cs;Thu Mar 24 21:20:36 CET 2016;Limberský a Kadlec se dnes podle mě budou přetahovat o nýmanda zápasu. Jinak zatím od národního týmu slušný výkon. #CZEvSCO.,,,,,,
0;-;713098213390204928;cs;Thu Mar 24 21:20:37 CET 2016;dostala jsem se do nějaký divný části yt a obávám se,že už není cesty zpět,,,,,
0;-;"713098223716540416;cs;Thu Mar 24 21:20:39 CET 2016;RT @TheStudentTimes: To je prostě ""lidovka""... via @janekrubes",,,,,,
0;-;713098334576181250;cs;Thu Mar 24 21:21:06 CET 2016;Limbersky hraje opilej?,,,,,,
1;ku;713098358911549441;cs;Thu Mar 24 21:21:12 CET 2016;Papež dnes veřejně konvertoval k islámu. Allah Akbar!,,,,,,
0;-;713097960750518274;cs;Thu Mar 24 21:19:37 CET 2016;Pozvánka na LiveStream + info: prostřednictvím @YouTube,,,,,,
0;-;713097834912956416;cs;Thu Mar 24 21:19:07 CET 2016;Mít rád je někdy víc,než milovat.,,,,,
0;-;713097926814408704;cs;Thu Mar 24 21:19:29 CET 2016;RT @Souliula: Z ničeho nic se mi spustí slzy a já prostě nechápu,,,,,,
0;-;713098109027540992;cs;Thu Mar 24 21:20:12 CET 2016;Na to,jak je tato strana prezentovana,se mi zda,ze samoregulace ji neni cizi a to je znamka demokraticnosti.nebo?,,,
0;-;713098233883398145;cs;Thu Mar 24 21:20:42 CET 2016;RT @ZbytecnostSama: Kdyz se kluk umi oblict a jeste hezky voni   Aggughhavsb,,,,,,
0;-;713098349063315457;cs;Thu Mar 24 21:21:09 CET 2016;Stavyyy,,,,,,
0;-;713098207572705281;cs;Thu Mar 24 21:20:36 CET 2016;RT @dojnice: Celkem souhlasím s M. Stropnickým,že práce je poslední zoufalý pokus,jak si opatřit prostředky k obživě.  Ovšem já nemám tat…,,,,
0;-;713098423512276993;cs;Thu Mar 24 21:21:27 CET 2016;Limbersky byl asi zase na sklenicce...,,,,,,
0;-;713098588096708609;cs;Thu Mar 24 21:22:06 CET 2016;Proč mám takovej pocit,že lidi jsou tak falešný,,,,,
0;-;713098588314869762;cs;Thu Mar 24 21:22:06 CET 2016;@KohyCZ asi si dal před zápasem pár kousků...🍺🍺🍺,,,,,,
0;-;713098669915054082;cs;Thu Mar 24 21:22:26 CET 2016;Tohle mi úplně dává naději v budoucnost lidstva. Proč přesně se všichni snaží postavit AI?,,,,,,
1;po;713098707156086784;cs;Thu Mar 24 21:22:35 CET 2016;TOP 09: Nechceme mít v Evropě ostudu: Prohlášení poslaneckého klubu TOP 09 a Starostové.,,,,,,
1;po;713098708640858112;cs;Thu Mar 24 21:22:35 CET 2016;Vedení AfD rozpustilo sárskou organizaci. Předseda byl v kontaktu s pravicovými radikály: Rozpuštěná organizace se chce proti… #Zahraničí,,,,,,
1;po;713098712499638272;cs;Thu Mar 24 21:22:36 CET 2016;Grafika: Kalousek,Roman,"Kroupa. Do koho se strefoval Andrej Babiš ve své ""čapí"" řeči: Kdo všechno Babišovi ""leží v žaludku""",… #Domácí,,,
1;sp;713098822109544449;cs;Thu Mar 24 21:23:02 CET 2016;V dnešním zápase vlastně o nic nejde,takže z tragického výkonu idiota Limberskýho mám vlastně celkem radost.,,,,,
1;po;713098902753382400;cs;Thu Mar 24 21:23:21 CET 2016;Čínskému prezidentovi předvedou i osobní poděkování Mao Ce-Tunga prezidentu Klementu Gottwaldovi. To se mi ulevilo,že na něj nezapomněli.,,,,,
0;-;713098919929122817;cs;Thu Mar 24 21:23:25 CET 2016;RT @Flexter21: A kdo ste večer nemózovali štatlem,tady máte maló vochutnávku.. #brno #zelenyctvrtek2016,,,,,
1;po;713098924689661952;cs;Thu Mar 24 21:23:27 CET 2016;RT @dojnice: Na čínského presidenta bude vypáleno 21 dělostřeleckých salv.  Počítám,že první dvě budou zástřelné a pak už by měli pálit na…,,,,,
1;po;713098961226215424;cs;Thu Mar 24 21:23:35 CET 2016;Live rozklad #ANO ? @okundra: Poslankyne ANO v @Aktualnecz - Babis klickuje,laviruje,nevim,zda mu verit:,,,
1;kr;713098437567365120;cs;Thu Mar 24 21:21:30 CET 2016;RT @BohumilVostal: Neuvěřitelné,pokud je to pravda. Salah Abdeslam byl vyslýchaný jen 1 hodinu mezi zadržením a bruselskými útoky. https:/…,,,,,
0;-;713098693579247616;cs;Thu Mar 24 21:22:31 CET 2016;Jednou jsme s @vvvamik sdíleli pokoj na rehabilitačním pobytu. Následky fazolového guláše k večeři nám zpestřily noc.  #vzpominka,,,,,,
0;-;713098382902996993;cs;Thu Mar 24 21:21:17 CET 2016;Stavy jak pica,,,,,,
0;-;713098755042463746;cs;Thu Mar 24 21:22:46 CET 2016;Recept na štěstí je...? :),,,,,,
0;-;713099018461646848;cs;Thu Mar 24 21:23:49 CET 2016;Fakt by mě zajímalo,jestli někteří lidé vůbec ví co je to Velký pátek,když jsou zítra doma.Nechci prudit,ale docela mě to štve! #Velikonoce,,,
0;-;713099025784958980;cs;Thu Mar 24 21:23:51 CET 2016;Tohle se děje v zemi členského státu NATO??!! To se děje ve státu,který chce být členem EU??!!...,,,,,
0;-;713099072538877952;cs;Thu Mar 24 21:24:02 CET 2016;Rakeťák se začne učit plavat už od 5 měsíců,tak doufám,že z něj nebude spratek nevymáchanej. Aspoň vymáchanej by mohl bejt. #plán_jak_lusk,,,,
0;-;713099156659834881;cs;Thu Mar 24 21:24:22 CET 2016;@Posledniskaut Poprava pro hosty nebude? -),,,,,,
0;-;713099198883885064;cs;Thu Mar 24 21:24:32 CET 2016;Bruselská inkluze made in #EU...,,,,,,
0;-;713099247785218048;cs;Thu Mar 24 21:24:44 CET 2016;Líbí se mi video @YouTube Pařák #26 - MMMMMMMMMMMMM,,,,,,
0;-;713099275828375552;cs;Thu Mar 24 21:24:50 CET 2016;Kvalita Buly je oproti Studiu Fotbal neporovnatelná. Buly je děláno třikrát profesionálněji + má daleko kvalitnější spolukomentátory,,,,,,
1;sp;713099326592049152;cs;Thu Mar 24 21:25:02 CET 2016;@VencaJares V jasné šanci po Necidově ráně selhal,ani ten míč netrefil. V obraně ho Skotové vodí. Dnes (snad) varovný signál pro Vrbu.,,,,,
0;-;713099449132851205;cs;Thu Mar 24 21:25:32 CET 2016;RT @Alex21_3: Předsváteční #příběhy #děkuju #omlouvámSe #hugs,,,,,,
0;-;713099549384900609;cs;Thu Mar 24 21:25:55 CET 2016;#prostesemitolibi #supervečer #krasnyden #uzchcujezdit #motorka na spoustu zpusobu,,,,,,
0;-;713099138813018113;cs;Thu Mar 24 21:24:18 CET 2016;@mppoky Rosa už myslím padla.,,,,,,
0;-;713099474315436033;cs;Thu Mar 24 21:25:38 CET 2016;a doteď jsme si každý hráli na vlastním písečku? :-/,,,,,,
0;-;713099345881645057;cs;Thu Mar 24 21:25:07 CET 2016;RT @zrzavenestesti: Jsem celkem rada,ze jsem si prosla vsema tema srackama,protoze bez nich bych nebyla tim,cim jsem ted.,,,
0;-;713099499653214208;cs;Thu Mar 24 21:25:44 CET 2016;ode dneška vim,že karma vážně existuje,,,,,
0;-;713099133872111616;cs;Thu Mar 24 21:24:16 CET 2016;Potřebuju asi tak tisíc párů bot🙄,,,,,,
1;ji;"713099619152998401;cs;Thu Mar 24 21:26:12 CET 2016;Papež líbal nohy muslimským uprchlíkům! ""Jsme bratři"," řekl jim 
0;-;713099620084113408;cs;Thu Mar 24 21:26:12 CET 2016;Bolí vás klouby? Vylečte je vlastní plazmou a kyselinou hyaluronovou 
0;-;713099743216447488;cs;Thu Mar 24 21:26:42 CET 2016;@VencaJares Když bude mít formu a bude podávat dobré výkony, ať tam je, ale takhle už pokračovat nejde. Něco musí Vrba změnit.
0;-;713099758986854400;cs;Thu Mar 24 21:26:45 CET 2016;Google chystá Youtube Connect: Porazí oblíbený Periscope? 
1;ji;713099761491054592;cs;Thu Mar 24 21:26:46 CET 2016;RT @tn_cz: Papež líbal nohy muslimským uprchlíkům! Jsme bratři"," řekl jim 
0;-;713099841094696960;cs;Thu Mar 24 21:27:05 CET 2016;@Roman_Vanek jste se dal na gastropaleontologii? To vypadá jak vykopávka z triasu! :)))
1;kr;713099887760564224;cs;Thu Mar 24 21:27:16 CET 2016;RT @BohumilVostal: Neuvěřitelné, pokud je to pravda. Salah Abdeslam byl vyslýchaný jen 1 hodinu mezi zadržením a bruselskými útoky. https:/…
0;-;713099932706717698;cs;Thu Mar 24 21:27:27 CET 2016;jak to může bez jídla někdo dávat? 
1;kr;713099966768685057;cs;Thu Mar 24 21:27:35 CET 2016;RT @FilipHorky: Na Klárov dorazil autobus plný vojáků s policejními páskami na rukávech. Vojáci se samopaly hlídkují i v metru. 
0;-;713100001593978881;cs;Thu Mar 24 21:27:43 CET 2016;Ti kluci sparťanský zatím skvělí!!
0;-;713100027439263745;cs;Thu Mar 24 21:27:49 CET 2016;RT @Posledniskaut: Pěkně to napsal David Šťáhlavský: Dobré „sověty. Čili rady na teror.",,,,
0;-;713100035467051009;cs;Thu Mar 24 21:27:51 CET 2016;@Mirek_48 Za to,co je za idiota,bych ho v repre už nejradši nikdy neviděl. Takže doufám,že dobré výkony podávat nebude,ať tam není..,,
1;po;713100090794237952;cs;Thu Mar 24 21:28:05 CET 2016;Kardinál Duka povečeří s čínským prezidentem. Doporučil mu to Vatikán - Echo24.cz prostřednictvím @echo24cz,,,,,,
0;-;713100120573739008;cs;Thu Mar 24 21:28:12 CET 2016;Líbí se mi video @YouTube Český GamePlay | Papers,Please - Part 1 | Přísná Kontrola | 1080p,,,,,
1;sp;713100246105137153;cs;Thu Mar 24 21:28:42 CET 2016;@VencaJares Máme Pudila,který mě zatím za Vrbovy éry nezklamal (v zápasech,co hrál) a Novák hrál pouze s Turky (ale dostal málo šancí).,,,,
0;-;713099971600465921;cs;Thu Mar 24 21:27:36 CET 2016;Jednou bych chtěl mít jeho sebedůvěru. 😀😀😀,,,,,,
1;sp;713100127578275840;cs;Thu Mar 24 21:28:13 CET 2016;Naposledy jsem byl na fotbale Bohemians Praha - Ajax Amsterdam 1:0,gól dal Jiří Sloup,byl to Pohár mistrů evropských zemí.,,,,
0;-;713099931888783360;cs;Thu Mar 24 21:27:27 CET 2016;Za tajemstvím mayského kalendáře - VI. Isla de Flores,Tikal,,,,,
1;po;713099960682680320;cs;Thu Mar 24 21:27:34 CET 2016;RT @echo24cz: Babiš vzkazuje lidovcům: Podpoříme zdanění restitucí - Echo24.cz via @echo24cz,,,,,,
0;-;713099908211982337;cs;Thu Mar 24 21:27:21 CET 2016;Pokaždý,když se mi rozsvítí mobil,čekám zprávu od tebe,,,,
0;-;713099808572104706;cs;Thu Mar 24 21:26:57 CET 2016;Jsem hrdý,když se daří. Věrný,když se nedaří.,,,,
0;-;713100276165709824;cs;Thu Mar 24 21:28:49 CET 2016;Líbí se mi video @YouTube od autora @jtmachinima Halo 5 Rap by JT Machinima feat. Andrea Storm Kaden -,,,,,,
0;-;713100322407915520;cs;Thu Mar 24 21:29:00 CET 2016;@Petr_Kalenda Podle nás taky! Nepochopitelný...,,,,,,
0;-;713100362761240576;cs;Thu Mar 24 21:29:09 CET 2016;RT @corinnedeviol: Stejně největší radost mi udělaj nový boty,,,,,,
0;-;713100367064604672;cs;Thu Mar 24 21:29:10 CET 2016;@RadekNohl —Pepku,vyskoč! —[Komárek] Mé-é-é-é! Úplně to vidím :),,,,,
0;-;713100381081968645;cs;Thu Mar 24 21:29:14 CET 2016;@VencaJares Tak já neříkám,že ho tam rád vidím,je to kus vola,ale kdyby měl formu,tak proč ne....Zatím jeho nasazení - velký Vrbův omyl,,
0;-;713100388501753857;cs;Thu Mar 24 21:29:16 CET 2016;V kině,"Batman vs. Superman: ""Markéto","opovaž se zase usnout a pak se v půlce ptát komu fandíme.""",,,,
0;-;"713100427869429760;cs;Thu Mar 24 21:29:25 CET 2016;RT @janekrubes: Malé pivo - 80 Kč Čaj - 90 Kč Svíčková - 460 Kč Víno - 790 - 54000 Kč  ""Areál slouží veřejnosti! Není to luxusní sídlo!"" @A…",,,,,,
0;-;713100428129476608;cs;Thu Mar 24 21:29:25 CET 2016;@Mirek_48 Všechno lepší,než pan Bezmozek...,,,,,
0;-;713100431157825536;cs;Thu Mar 24 21:29:26 CET 2016;Tak ta plovoucí armáda už přijde vtipná i mě. A je teda pěkně hnusná,,,,,,
713100431908536320;cs;Thu Mar 24 21:29:26 CET 2016;RT @AdamWeissPrague: Kdyby #Ježíš viděl dnešní provoz v supermarketech,tak by z mrtvých nevstával. #Velikonoce,,,,,
0;-;713100558077464576;cs;Thu Mar 24 21:29:56 CET 2016;Batman v Superman: Dawn of Justice 3/5 #WonderWoman nejlepší,Ben Affleck jako #Batman mi moc nesedí.,,,,,
1;ku;713100575097925633;cs;Thu Mar 24 21:30:00 CET 2016;Tentokrát zavládla na úterních Cestovatelských útercích japonská nálada.,,,,,,
0;-;713100584610611200;cs;Thu Mar 24 21:30:02 CET 2016;RT @TereSlad: A poukázky na pivo budou? :-),,,,,,
0;-;713100604017664000;cs;Thu Mar 24 21:30:07 CET 2016;Už vím jak se z Komárka stal velbloud.....,,,,,,
1;po;713100623449825281;cs;Thu Mar 24 21:30:12 CET 2016;RT @CT24zive: Podpořím návrh KSČM na zdanění církevních restitucí,reaguje Babiš na lidoveckou kritiku kvůli Čapímu hnízdu,,,,,
0;-;713100655330725888;cs;Thu Mar 24 21:30:19 CET 2016;Líbí se mi video @YouTube Bohové a hrdinové antických mýtů: Apolón a Delfy 4.díl,,,,,,
0;-;713100686184067074;cs;Thu Mar 24 21:30:27 CET 2016;RT @cz_pontifex: Velikonoční třídení je zkrátka památkou dramatu lásky,která nám dává jistotu,že v životních zkouškách nikdy nebudeme opu…,,,,
0;-;713100763006898176;cs;Thu Mar 24 21:30:45 CET 2016;Fascinace spolukomentátora růžovou barvou skotských dresů začíná být fascinující. #CZESCO,,,,,,
0;-;713100856242094080;cs;Thu Mar 24 21:31:07 CET 2016;RT @_JakubJanda: Víte,jak vypadá přemíra demokracie?  Fandové ISIS spustili online anketu,kde by měli udeřit příště.  Nekecam.,,,,
0;-;"713100900403978242;cs;Thu Mar 24 21:31:18 CET 2016;ČSFD má seriál ""Sběratelé kostí"" zařazen i do žánru ""Romantický"". Jj",to souhlasí,až do naprostého morku kostí a posledního urvaného svalu.,,,,
1;po;713100926698004480;cs;Thu Mar 24 21:31:24 CET 2016;RT @kalousekm: Babiš sám sebe usvědčil ze lži a de facto i z podvodu.ČSSD a KDU-ČSL podvod a lež tolerují pro svůj strach a pro své pozice.,,,,,,
0;-;713100942514778118;cs;Thu Mar 24 21:31:28 CET 2016;Mám pocit,že jsem někde udělal chybu...,,,,,
0;-;713100355085680642;cs;Thu Mar 24 21:29:08 CET 2016;Který mýtus odráží váš život?,,,,,,
0;-;713100900701761536;cs;Thu Mar 24 21:31:18 CET 2016;21:25 a já přepínám z repre na dvojku,protože @slaviaofficial je jen jedna a je věčná!!! #vecnaslavia,,,,,
0;-;713100435700195328;cs;Thu Mar 24 21:29:27 CET 2016;Vím,že jsem Bestie,ale na tu Kundu tu máme jiný lidi ! :-),,,,
0;-;713100465353986048;cs;Thu Mar 24 21:29:34 CET 2016;@n_adee docela se děsím reakcí lidí ve škole..,,,,,,
0;-;713100883056271360;cs;Thu Mar 24 21:31:13 CET 2016;Tak  #trnčák od @vcelarky přežil cestu vlakem a už je doma. Tož su zvědavej:),,,,,,
0;-;713100909014880256;cs;Thu Mar 24 21:31:20 CET 2016;už nikdy nechci sledovat televizi online! 😎 #bezreklam #pancasu,,,,,,
0;-;713100742035419136;cs;Thu Mar 24 21:30:40 CET 2016;NESNÁŠÍM když mi někdo ředí 100% džus,aby toho víc zbylo. Víte,proč si kupuju 100% džus? Aby byl kurva na 100% skvělej!,,,,
0;-;713100921329332224;cs;Thu Mar 24 21:31:23 CET 2016;Navzdory 3 hodinam se mnou devce nevyuzilo prilezitosti a neskocilo z Vysehradu. Obdivuhodne.,,,,,,
0;-;713100962802581506;cs;Thu Mar 24 21:31:32 CET 2016;Po šesti hodinách kdy jsme oba online se mu odhodlám napsat  a on se odhlásí! Ehm Normal?,,,,,,
1;ji;713100898852081666;cs;Thu Mar 24 21:31:17 CET 2016;Google pracuje na klávesnici pro iOS s vyhledávací funkčností.,,,,,,
0;-;713100911455895558;cs;Thu Mar 24 21:31:20 CET 2016;@kalousekm @jiri_kubik zas to nemůžu s tou skromností přehánět...,,,,,,
1;po;713100962072772609;cs;Thu Mar 24 21:31:32 CET 2016;RT @MichKucera: Andrej #Babiš nám řekl,že rodina je to nejcennější co má. Pak nechápu,proč ze svých dětí udělal bílé koně a zapletl je do …,,,,
